,,Appearance,Behaviour,Where and when,Description
97743,24,2-3 cm. Grote zwarte kever met heel korte schilden.,Steekt bij verstoring het achterlijf omhoog.,"In tuinen, parken en natuurgebieden.","<p><span class=""label"">Stinkerd</span> De stinkende kortschildkever laat niet met zich sollen. Bij verstoring doet hij zijn achterlijf omhoog en kromt hij deze naar voren. Hierdoor lijkt hij wel een schorpioen. Geen zorgen: de kortschildkever is niet giftig en hij kan ook niet steken. Wel kan hij met zijn krachtige kaken een pijnlijke beet uitdelen. En mocht dat niet voldoende zijn om zijn vijand op afstand te houden dan spuit hij een stinkende, witte vloeistof uit zijn achterlijf. Hieraan heeft de ‘stinkende’ kortschildkever zijn naam te danken.</p>"
97745,24,"5-7 mm. Groen, behaard lichaam, met rode vlekken aan het kontje.",Zit vaak op bloemen.,In tuinen en parken. In voorjaar en zomer.,"<p><span class=""label"">Dun schilletje </span> De voorste twee vleugels van veel kevers zijn verhard en vormen daardoor harde schilden. De schilden van de roodvlekweekkever zijn, net als die van andere weekschildkevers, niet zo hard. Veel haren heeft hij wel. Deze kever eet graag stuifmeel en nectar en is daarom op bloemen te vinden. Kleine insecten lust hij ook. De larven van deze kever zijn zelfs echte vleeseters. Ze verschansen zich achter schors of onder hout en grijpen insecten en naaktslakken.</p>"
97746,24,"Vleugels tot 3 cm. Groenachtig geel, soms bijna wit. Voorvleugel met opvallende punt. Aders in de vleugels als nerven van een blad. ",Vliegt al vroeg in het voorjaar rond.,"Open, zonnige plaatsen, langs bossen, in parken en tuinen. Hele jaar, behalve vroege zomer.","<p><span class=""label"">Doorbijter </span> Hij ziet er misschien wat teer uit met zijn mooie vleugels, maar de citroenvlinder overwintert in zijn volwassen vorm. In het najaar zoekt hij een beschutte rustplek in struikgewas of dichte graspollen. Overwinteren als vlinder heeft voordelen, want in het voorjaar erop kan hij bij de eerste warme dagen alweer actief zijn. De mannetjes komen iets eerder uit hun winterrust dan de vrouwtjes. Er is werk aan de winkel. Elk mannetje wil als eerste een paringsbereid vrouwtje tegenkomen, want de vrouwtjes paren slechts één keer. De mannetjes zwerven over grote afstanden. Ze achtervolgen alle vlinders die er een beetje uitzien als een vrouwtje citroenvlinder. Zij is vaak bleker, bijna wit van kleur. Lastig, want hierdoor worden ook veel andere witte vlinders door citroenmannen belaagd… </p>"
97747,24,"Vleugels tot 2 cm. Bontgekleurd met vlekken (voorjaarsvorm) of bruin met een witte of gele band en een paar kleine, oranjegele vlekjes (zomervorm).","Zit het liefst op witte schermbloemen, zoals berenklauw.","Graslanden, in en bij bos, tuinen en parken. Late lente tot late zomer. ","<p><span class=""label"">Twee gezichten </span> Zowel in de lente als in de zomer fladderen landkaartjes rond, maar lentelandkaartjes zien er heel anders uit dan zomerlandkaartjes. Toch is het dezelfde soort. Hoe kan dat? Rupsen van landkaartjes die in de zomer rondvliegen groeiden op in dagen dat het lang licht was. Rupsen van lentelandkaartjes leven in de nazomer, dus bij kortere dagen. Dit zorgt voor een groot verschil in uiterlijk. Ook in levensduur verschillen beide vormen van elkaar. Zomerlandkaartjes leven 5 maanden, van ei tot vlinder. Lentelandkaartjes brengen een lange tijd als pop door. Ze overwinteren zelfs als pop! Hangend aan een brandnetelstengel zitten ze de koude wintermaanden uit. Wanneer ze als volwassen vlinder uit de pop komen, leven ze al bijna 10 maanden.</p>"
97748,24,"Vleugels tot 2,5 cm. Oranjebruinig, met oranje vlekken en zwarte oogvlekken. Bij het mannetje loopt een brede, bruine band (de geurstreep) over de voorvleugel. ","Zit veel op braam, distel en de vlinderstruik.","Grasland langs slootkanten, wegen, dijken en bosranden. Voorjaar tot zomer, soms herfst.","<p><span class=""label"">Weerbericht </span> De mannetjes van de argusvlinder hebben twee manieren om een vrouwtje te vinden. Hoe ze het doen hangt vaak af van het weer. Als het niet zo warm is, met weinig zon en veel wind, blijven de mannetjes het liefst op één plek zitten. Die open plek verdedigen ze fel tegen indringers. Zodra een vrouwtje door het territorium vliegt gaan ze daar op af. Wanneer het mooi weer is, met weinig wind, patrouilleren de mannetjes liever. Ze vliegen heen en weer langs vaste routes en hopen zo vrouwtjes te vinden. Een vrouwtje die naar een goede plek zoekt om haar eitjes te leggen, vliegt een beetje gek: ze slaat snel met haar vleugels, maar komt langzaam vooruit. </p>"
97749,24,"Vleugels tot 4 cm. Lichtgeel gekleurd met zwarte tekening, blauwige vlekjes en twee rode stippen. Achtervleugels met een staartje.","De rups zit graag op schermbloemen, vooral wilde of gekweekte peen.",Vooral in het zuidoosten van Nederland. Grasland met veel kruidachtige planten. Voorjaar en zomer.,"<p><span class=""label"">Grootste dagvlinder </span> De koninginnenpage is de grootste dagvlinder van Nederland. Met zijn lichte kleuren en zwarte tekening is het een opvallende verschijning. De rupsen van deze vlinder vind je vanaf half mei tot half juni. De rupsen worden snel volwassen vlinders en leggen zelf ook eitjes. De rupsen die daaruit komen vind je in hetzelfde jaar,  van half augustus tot eind september. Wanneer een rups van de koninginnenpage zich bedreigd voelt, stulpt hij een oranjerood, vorkachtig orgaantje uit. Hiermee verspreidt hij een doordringende stank. Zo’n stinkend dier smaakt vast ook niet lekker, dus een rover laat de rups daarna meestal met rust. Als het winter wordt, zoekt de rups een veilig plekje tussen de kruiden om te verpoppen. </p>"
97750,24,Vleugels tot 2 cm. Helderoranje met brede bruine banden. Zwarte vlek met twee witte stipjes in de vleugelpunten. Mannetje met brede donkere band (geurstreep) op de voorvleugels.,Is een echte zonaanbidder.,"Op plaatsen met veel kruiden, vaak bij struiken en bos. In de zomer.","<p><span class=""label"">Gat in de lucht?</span> Het oranje zandoogje vliegt niet overal in Nederland. Als je zijn verspreiding bekijkt is die best bijzonder. In een deel van het zuiden wordt hij gezien, zoals in Zeeland, Brabant en Noord-Limburg. Ook in het noorden, zoals Zuidoost-Friesland, Drenthe, en delen van Groningen en Overijssel, kennen ze het oranje zandoogje wel. Maar in het midden van Nederland, in Noord- en Zuid-Holland en de rest van Limburg? Daar zit ineens een gat in zijn verspreiding. Ook in andere landen in Europa waar deze vlinder leeft zitten er van die vreemde gaten. Hoe het kan? Niemand die het weet…</p>"
97752,24,"Langgerekt lichaam, met ongeveer op het midden een soort bandje, het zadel. Geen poten of duidelijke kop. Rozigbruin tot geelbruin gekleurd.",Eet rottend blad en ander dood plantenmateriaal.,"Overal op en in de bodem, veel in tuinen en parken. Hele jaar.",
97753,24,,,,
97754,24,,,,
97755,24,,,,
97756,24,,,,
97757,24,,,,
97758,24,,,,
97759,24,,,,
97760,24,,,,
97761,24,,,,
97762,24,,,,
97763,24,,,,
97764,24,"Tot 11 cm, onopvallend geelgroen gekleurd. Gele oogstreep, als een wenkbrauw.  ",Verzamelt insecten tussen de bladeren van struiken en bomen. ,"Bossen met veel struiken, in parken en tuinen. Hele jaar, minder in de winter.","<p><span class=""label"">Onomatopee </span> De tjiftjaf zul je eerder horen dan dat je hem ziet, want het is maar een klein, onopvallend vogeltje. Zijn roep is vooral in het voorjaar echter luid en duidelijk te horen. De tjiftjaf is genoemd naar het geluid wat hij maakt, dat noemen we een onomatopee. Andere voorbeelden van vogels die hun eigen naam roepen zijn de grutto, de oehoe en de koekoek.</p>"
97765,24,"Tot 11 cm, geelbruinig, onopvallend gekleurd. Gele oogstreep, als een wenkbrauw.",Broedt op de grond.,"Duinen, heiden en bossen, parken en tuinen. Van de lente tot late zomer.","<p><span class=""label"">Marathonvlieger </span> De fitis vliegt twee keer per jaar de Sahara over om te overwinteren in tropisch Afrika. Dat is een tocht van wel duizenden kilometers. Zo’n lange reis maak je niet zomaar. De fitis moet zich er goed op voorbereiden. Omdat hij door het vliegen tijdens de tocht veel vet verbrandt, zorgt hij dat hij, voor vertrek, genoeg vet opgeslagen heeft in zijn lichaam. Dat betekent: veel eten! In korte tijd eet hij een hele berg kleine vliegjes en mugjes. Rond augustus vertrekt de fitis volgegeten naar Afrika. Vanaf eind maart het volgende jaar is zijn grappige liedje weer te horen in Nederland.</p>"
97766,24,"Piepklein bolletje, tot 9 cm. Twee zwarte en een gele band op de kop. Zwarte stip op de vleugel.","Eet spinnetjes en insecten, het liefst springstaarten.","Naaldbossen, loofbossen en in parken en tuinen met coniferen. Hele jaar.","<p><span class=""label"">Onderdeurtje </span> De goudhaan is, samen met zijn neefje de vuurgoudhaan, het kleinste vogeltje van Nederland. Hij weegt niet meer dan 6 gram. Vriest zo’n klein bolletje dan niet dood in de koude winternachten? In zijn eentje misschien wel, maar het goudhaantje heeft daar iets op gevonden. In de winter overnachten goudhanen met meerdere bij elkaar, gezellig knus in een boomholte of een nestkast. In een kluitje bij elkaar houden ze de warmte beter vast dan in hun eentje. Zo zitten ze er, al vriest het flink, toch lekker warmpjes bij!</p>"
97767,24,"15-30 cm. Bol lichaam, bruingrijs gekleurd. Veel kleine stekeltjes op de rug.  Spitse snuit en korte poten.",Komt in de schemer uit de struiken tevoorschijn en zoekt de hele nacht naar voedsel.,"In parken, tuinen, bossen, en randen met struiken. Hele jaar. Houdt winterslaap.","<p><span class=""label"">Luidruchtig stekelballetje </span> Op zomeravonden hoor je soms vreemde snuivende, knorrende of smakkende geluiden in de tuin. Dat kan zomaar een egel zijn! Kom je te dichtbij, dan ziet de egel je als gevaar en rolt zich op tot een stekelig balletje. Een volwassen egel heeft ongeveer 8000 van deze prikkers. Een stekel gaat een jaar mee. Dan valt hij uit en wordt vervangen door een nieuwe. Overdag zitten egels verstopt in een zelfgemaakt nest van gras, mos en bladeren. ’s Avonds eten ze hun buik vol aan wormen, slakken, insecten of bessen. Soms grijpen ze een muis of een kikker, en een eitje laten ze ook niet liggen. Het zijn goede jagers want ze kunnen uitstekend horen en ruiken.</p>"
97768,24,"4-5 cm, spanwijdte vleugels 20 cm. Bruin gekleurd, ’s avonds vliegend lijkt hij zwart.","Vliegt als het donker wordt vaak hetzelfde rondje, zoekend naar vliegende insecten.","Onder dakpannen, tussen muren, vliegend door de straat en langs water. In lente, zomer en herfst. Houdt winterslaap.","<p><span class=""label"">Vliegende sonar </span> De gewone dwergvleermuis is zó klein dat hij, vleugels ingevouwen, in een lucifersdoosje past. Het is een stadbewoner en de vleermuissoort die het meeste voorkomt in Nederland. ’s Avonds vliegt hij op beschutte plaatsen met veel insecten. Hij maakt dan, net als andere vleermuizen, een heel hoog geluid dat wij niet of nauwelijks kunnen horen. Wanneer het geluid tegen een rondvliegende mot of mug aankomt wordt het teruggekaatst, als een echo. De vleermuis vangt de echo op met zijn oren en weet zo precies waar hij heen moet vliegen om het insect te vangen. Dit kan hij razendsnel. Per nacht eet hij honderden insecten zoals muggen, schietmotten, haften, gaasvliegen, nachtvlinders en soms ook kevers. Handig, zo’n ingebouwde sonar!</p>"
97769,24,"6-8 cm, spanwijdte vleugels 40 cm. Bruin gekleurd, ’s avonds vliegend lijkt hij zwart. ",Zoekt cirkelend onder straatverlichting naar vliegende prooien.,"Dorpen, steden en gebieden met veel bomen. In lente, zomer en herfst. Houdt winterslaap.","<p><span class=""label"">Vleermuishuis </span> De laatvlieger is een stuk groter dan de meeste vleermuissoorten in Nederland. Net als de gewone dwergvleermuis woont hij vlakbij mensen, dus op zolder, onder de dakpannen, in kieren tussen de kozijnen, in spouwmuren of in de kelder. Dat hoeft echt niet alleen in oude gebouwen of schuren te zijn! In een rijtjeshuis vind je ze ook. Maar omdat ze op voor ons moeilijk bereikbare plaatsen zitten zal je ze weinig zien. Laatvliegers bewonen, zoals andere vleermuizen, niet het hele jaar hetzelfde verblijf. Ze hebben meerdere huizen. In de zomer kunnen ze op heel andere plaatsen zitten dan in de winter. Vleermuizen hebben zomerverblijfplaatsen, winterverblijfplaatsen, tijdelijke verblijfplaatsen... ze verhuizen heel wat af.</p>"
97770,24,"4-6 cm. Achterlijf loopt lang en spits toe en heeft een opstaand randje. In allerlei kleuren, zoals geelwit, lichtgrijs tot donkergrijs en roodbruin. Met donkere lijnen en vlekken.",Eet graag sla en andijvie.,"In tuinen, parken, akkers. Kan tegen een zoute omgeving. Hele jaar.",
97771,24,,,,
97772,24,,,,
97773,24,"12-15 cm. Slank en lenig lichaam. Lichtgrijs, witachtig of bruinig, met donkere vlekken en strepen. Groot mantelschild (soort zadel). Achterste deel van de rug heeft een opstaand randje.",Eet behalve schimmels en planten ook vlees.,"In kelders, tuinen, parken en bossen. Hele jaar.",
97774,24,"Tot 15 cm. In veel kleuren, volwassen dieren steenrood tot bruin tot zwart. Lichaammet dikke rimpels. Het mantelschild, een soort zadel met rechts een ademgat, is korrelig.",Kruipt na veel regenbuien massaal rond op fietspaden en voetpaden.,"Tuinen, loofbossen, weiden, langs wegen. Hele jaar.",
97775,24,,,,
97776,24,,,,
97779,24,,,,
97780,24,,,,
97781,24,"6-9 cm, staart 4 cm. Grijsbruine vacht, de staart met lange witte haren.  Een spitse snuit. De oren zijn goed te zien.","Maakt harde, korte piepgeluidjes. Leeft alleen.","In tuinen, parken, weiden, grasvelden, gebouwen. Hele jaar.",
97782,24,"5-8,5 cm, zonder de staart. Als een muis, maar met kleine oogjes en oren bijna niet te zien. De rug donkerbruin, de zij lichter bruin en de buik grijswit gekleurd.",Maakt veel verschillende geluidjes.,Overal waar planten de bodem bedekken. Hele jaar.,
97783,24,"19-30 cm, met een kale staart van 20 cm. Donkere ogen, kleine oren en korte snuit. Rug grijsbruin en buik grijswit gekleurd. ","Is een goede klimmer, zwemmer en springer.","Bij gebouwen, vuilstortplaatsen, en langs water. Hele jaar. ",
97784,24,"7,5-11 cm, zonder de staart. Bruine rug en wittige buik. Vaak met een gele vlek op de borst en een rugstreep. Een puntige snuit, grote kraalogen en oren, en een lange staart.","Rent, springt en klimt. ","Tuinen, parken, akkers, bermen en duinen. Hele jaar.",
97785,24,"7,5-10 cm, zonder de staart. Bruingrijze rug en grijzige tot geelwitte buik. Met een puntige snuit, grote ogen en oren en een lange staart.",Vlucht bij het minste geluid.,"In de buurt van gebouwen, maar ook in bossen en tuinen. Hele jaar.",
97786,24,,,,
97787,24,,,,
97788,24,"9-13 cm, zonder de staart. Dik lichaam, kleine oren en ogen en korte staart. Geelbruine of grijsbruine rug en grijswitte buik. ",Blijft bijna altijd binnen 6 tot 8 meter van zijn holletje.,"Droge gebieden met kort gras zoals bermen, slootkanten en weilanden. Hele jaar. ",
97789,24,,,,
97790,24,"50-125 cm. Als een kleine hond, met korte poten, een spitse snuit en dikke pluimstaart. Vacht geelbruin tot roodbruin, staartpunt meestal wit.",Gebruikt bij het jagen vooral zijn oren en neus. ,"In natuurgebieden, op boerenland en soms ook in steden. Hele jaar.","<p><span class=""label"">Geurvlag </span> De vos markeert zijn territorium zodat andere vossen weten dat dit gebied van hem is. Hij heeft alleen geen paaltjes, touw of vlaggetjes om in het gebied te plaatsen. Hoe hij het dan doet? Op opvallende plaatsen,  zoals kale stengels, boomstronken of paadjes, doet hij een plasje of legt hij keutels. Andere vossen ruiken zo dat het gebied al bezet is. Na een tijdje wordt de geur minder. De vos moet dus vaak zijn gebied controleren en opnieuw van deze geurvlaggen maken. Vossen zijn vooral ’s avonds, ’s nachts en ’s ochtends actief. Ze eten allerlei kleine dieren, maar ook bessen en voedselresten van de mens. Overdag schuilen ze in struiken of in holen.</p>"
